,Review,Grade
489,"It's not bad, but they could have done more. My feelings on this game are mixed. It's a Pokemon game it has almost everything you would expect from a Pokemon game. However the GTS system and the national dex are both missing and these were things I loved playing with in past entries. You have to endure an almost hour and a half tutorial before you can even start the game but once you finally free yourself the game picks up a bit. I like the new Pokemon and the wild area is an interesting addition. However the game has no real story to speak of the villainous team in this game is something of a joke. This kind of makes me sad because I was expecting at least a generic save the world story. It hits most of the check marks that will make a casual fan enjoy it. There are Pokemon to catch, places to explore, gym battles to win but it's not really a step up from what we had on 3DS aside from the visuals. I would argue it's a step back because the improved visuals don't make up for lacking the GTS and national dex. Though despite the visuals being improved they do not look like the best the Switch can do I have seen better in Breath of the Wild. I have mixed feelings on this game part of me likes it because it's a Pokemon game but the other half just feels there was a lot of lost potential here. Overall I recommend this for casual Pokemon fans who liked the Let's Go games but I think the more dedicated players will be a bit disappointed with so much missing. Collapse",6
490,The game is nice but you cant get all pokemon and thats a no go for a pokemon game so 0 points!,0
491,"Pokémon Shield was advertised as THE leap forward for the series: more powerful hardware, new features, better graphics and new Pokémon. Then the bad news started trickling in. No national dex with most Pokémon of prior generations cut out, no mega-evolutions, no Z-Moves. It got worse: factually the same models and animations, endless graphical glitches, the game potentially autosaving to the detriment of your Switch, handholding worse than Sun/Moon/Lets Go and paywalled online play.

I got the game as a gift, but oh damn is it bad. I can live with the graphics mostly, even if they could have featured on the 3DS easily. The slowdown is undeniably bad though, any scene with more than 3 characters involved seems to suffer from it. Pokémon and objects will appear out of thin air when the Switchu loads them, something that was common in '90's 3D games, but which most modern games do not suffer from.

I love a lot of the Pokémon designs included in the game. Wooloo deserves to be a poster-mon for the franchise in my opinion. But all the Pokémon in the world do not make up for the pathetic attempts at story-telling and the excessive handholding and powerleveling. Yes, you can FINALLY skip parts of the tutorial segments, but it still feels as if you're poked along from a-z, rather than letting players explore. Frankly, I am shocked at just how many pokeballs you get. From the moment you visit ye moms to tell her you're leaving home to become a trainer (5) to the catching tutorial (20) and the trip to the professor (3) you're literally being overfed with the things. Add to that the 31k in cash you have along by that point and... where's the challenge? Where's the challenge even discounting that when your entire party has leveling rockets stuck up their *sses so that you can skip grinding because they'll gain a level from even frigging Magikarps that are 5 levels below them. You cannot turn off the darned xp-share function, being an actual part of the battle is just an auxiliary boost to the Pokémon's gains.

Postgame's something I haven't gotten to yet, but I've heard there's not a lot. Competitive play and trading are limited to either physically being close to another player, or paying the damn Nintendo monthly fee just to use the internet connectivity.

The total sum of this all, and more, is that Pokémon Shield is a game I cannot recommend. As a long-time Pokémon fan I cry bitter tears at this obviously rushed release. Had Gamefreak actually taken a step back and insisted on finishing this game properly it could have been a leap forward. Instead, it feels as if they have been forced to release before the holidays and much like contemporary games (Failout 76 to name one) it shows and does not do the franchise any favors. To all those considering to buy the game even so... The only saving grace is the fact that the new Pokémon designs are nice, mostly. I have come to loathe the champion who is as believable as soap-flavored champagne. Only buy this if you are a Poké-maniac with tons of money to burn, and then only if you can get it cheap.

Otherwise, I'd recommend Pokémon Uranium, Disc Creatures and Monster Sanctuary for an actual game over this crud. If GameFreak somehow reads this review: fire the executives who pushed for an early release and damn please do patch the worst of it out, okay? Ideally a patch to the game's slug or something. If you do, I'll gladly revise this review. Collapse",3
492,"I am not review bombing this game like some publications are accusing people of, just giving an objective opinion.

Firstly what I like. The new Pokemon designs look like they could fit in well with the original Pokemon. The battles are as good as ever and I like being able to switch Pokemon in and out when ever you want. Also the British themed setting.

Now what I do not like. The game is exceptionally low budget and feels unfinished. This is inexcusable from a £90billion franchise. So much has been taken out. The Pokedex is less than half and no older Mon will ne transferrable from older games. The GTS has been removed making trading for the Pokemon you want so much more difficult. The graphics are pretty bad in places and the battle animations are poor. Game Frwak definitely lied about the games being more completely animated. The lack of voice acting is just jarring. It is criminal that the games now are not on par with the anime, with the silly Pokemon speak and full character acting. This is 2019 and the games should now feel like a fully interactive anime. Take note from games like Ni No Kuni. There are games that sell a tiny portion of what these do with full voice acting just brimming with character. Also the music is an exceptionally bad midi-soundtrack. Really it is ear melting bad, as are the Pokrmon sound effects. Worst of all is the difficulty. Why is there still mongers mode to prepare people for playing online. A lot of Pokemon fans are older now, and the complete lack of challenge is frankly insulting for us. also the story is probably the worst yet. This is a rushed mess of a game and Nintendo should be ashamed to have taken so much and given so little. Even the Woldcarea is a bland and ugly place. This looks like it was made for the 3DS and then ported badly. Easily the worst mainline entry with little new to add. Dynamaxing is nowhere near as interesting competitively as mega evolutions were Collapse",5
493,"It’s an amazing game with beautiful graphics and a world which has a lot of depth. I’m still playing the game, and I’m meeting up with friends soon to fight some dynamax bosses, cook some great curries, play with each other’s Pokemon at Pokemon camp and battle. Overall, I love all of the elements of the game, especially the story and how the gyms work. They really feel real. Seriously, I can’t state enough how great this game is. I’d definitely recommend getting it. Collapse",5
494,It is meaningless when I can not get my old Pokemon back! And I think that Mega Evolution is the most beautiful thing since the Pokemon XY! And it is gone in this generation!,1
495,"below average graphics, few pokemons little innovation pokemons do not accompany the player",1
496,"Withdrawing more than half of the pokemons to improve performance and make the game more polished, gamefreak lied.",1
497,"This is by far the worst Pokemon game ever made. Having just 400 pokemon is not the biggest problem. Animations are ridiculous, graphics are terrible, looking like a 2000's game. The map is really short, extremely linear. Wild area, dinamax and camping are the only three new features in that make this game differen. The rest was just poorly copied from other franchise games.",0
498,"Una completa basura hecha a la rápida, solo para vender por nombre y no por calidad.",0
499,"Half-assed game with below 3DS graphics, awful in-game campaign, no post-game content, the animations are so bad not even a beginner would commit such gaffes. The national Dex was wrongfully cut in more than half of what it should be in the name of ""quality"" and ""balance"", but the game lacks either of them. This deserves a nice 0.",0
500,"This review contains spoilers. Si iban a recortar más de la mitad de los pokémon, al menos debieron haber respondido en algo.
-Malos gráficos
-Mala Historia
-Mala jugabilidad Collapse",0
501,Perfect example of how to betray Pokémon community and how to destroy what you have created in decades.,0
502,"Too low quality compared to 60% Pokemon, the most terrible story, terrible graphics and motion, and motion rehash. Terrible Design of New Pokemon",0
503,"The game is very short compared to some older games in the series. 60% of the pokemon were cut so building multiple teams for battle (my favorite thing) cant be done really. The animations are poor and are mostly rotations on an axis. There are some quality animations but its mostly mediocre. The render distance and models just popping in is very bad. The game is very easy (exp share is MANDATORY, and you get exp from catching pokemon. Losing is a challenge). The story in pokemon games recently has become annoying as your ""rival"" holds your hand and pesters you wherever you go. Gamefreak lied to fans about a lot of things (improving animations, not reusing models). Buying this game for 60 dollars isnt worth the game, and it definitely isnt worth supporting a lying company. Collapse",0
504,"Odio que no tenga la pokedex nacional y que no pueda transferir los pokemones de mis juegos anteriores, muy enojada por eso. Además, gráficas no dignas de la consola, el juego es caro y se acaba en 30 horas. No lo vale, ya no seguiré comprando más juegos en preventa",0
505,"KD o slogan da franquia "" catch them ALL"". Devemos ficar satisfeitos com isso? É só ngm mais gastar dinheiro com essas coisas mal feitas para fãs, porque quando começar a causar prejuízo aí eles irão se preocupar",0
506,This game was a bit overrated in my opinion. 60 dollars for a Pokemon game is also too much.,0
507,"Never in my entire live, i imagine this, me giving rate 0 to a pokemon game ...

Don't buy this crap",0
508,"Please ignore the trolls who are low-rating this game. This is by far my favourite pokemon experience in 20+ years. The game plays amazing, the battle look amazing, the interface is slick and works well. Not having all 1.6 million Pokémon in the game is really laughable to me as I have no need to catch/transfer them all to each game I play. This game is really just a lot of fun and a treat to play Pokémon in a true 3D experience on my TV instead of my Game Boy/DS/3DS. Collapse",10
509,"With the removal of so much content, one would have expected groundbreaking new concepts. There were none. I could've bought Planet Zoo with less money than what they're charging for this.",0
510,"Really, really, bad graphic quality
Really, really, REALLY bad animations
Also recycled animations
Framerate drops
Insultingly easy
Lazy company",0
511,"This is a non Biased and fair review from someone who is not overly emotionally attached.

First off - I am a fan of Pokemon and have played the vast majority of them. (Pokemon Doesn't rule my life).

I am 6 hours or so into the game and there is plenty to like and there is also plenty that could have been much better, hence my score being middle of the road.

This game is far too easy. You don't have to grind or power level anything to progress through the game. I have so far only battled the random people along the way and tried to catch one of each pokemon encountered so far and I am over leveled by 8 levels.

I really don't like being able to see the wild pokemon you encounter before the battle starts, for me half the fun was hunting in each area not knowing who you were going to encounter and the joy of finally finding the ones you wanted.

Pokemon Shield and Pokemon Lets Go give wild access to strong and later forms of pokemon way too early in the game.

Battling isnt difficult, at all. I started with Scorbunny and he has been the only pokemon used so far except for 1 battle.

Forced XP share just adds to the ease of this game. I have used 1 pokemon all game so far and have a team with an average level of around 22. I miss the grind the early games offered.

The graphics are great. I like that pokemon haven't been given voices and they still use the old retro noises.

The characters are annoying and not very interesting. Team Yell are poorly designed make it blatantly obvious they are only there to add to the length of the game rather than being a part of the story or a side story. Some poor pokemon designs too- Who wants an ice cream pokemon or one in the shape of a tea pot?

You have access to a bike and fishing rod without having to work for them - again, adding to the lack of difficulty.

Gigantamax is pointless and adds absolutely nothing to the game. I am glad it is used only once every now and then in a gym battle.

I know I have mentioned a lot i feel is wrong with this game but.... it is fun, albeit very easy.

Would have been perfect if
All wild encounters are hidden
Make the game harder - Opponents have to strategy and low leveled
Remove Gigantamax
Add the vast majority Pokemon (far too many missing)
Its feels empty - Whats the point of a big map if your going to leave it with not much to actually do.

Again, my biggest gripe is this game is FAR TOO EASY and everything is just handed to you on a plate. Collapse",5
512,"Worst game in the series by far. Don't waste your time and money, this game is horrible and incomplete. #GameFreakLied",0
513,"Game left a lot to be desired. As a long time pokemon fan I was expecting so much more.
Wild area which was supposed to be the selling point of the game looks bland with not much else to do other than catch some pokemons - there really is not much to explore, if anything at all.
The story left a lot to be desired; it was okeish up until the 3rd gym, then it felt rushed and not very well worked on. I know it is supposed to be a story for kids, but even then, the story felt very much unispired, boring and lackluster when compared to other pokemon titles. We are introduced to game elements out of nowhere and the explanation for those - giantmaxing - is as bland as it could be.
Speaking of game elements - a lot of game definiting elements are missing. No national dex (more than 60% of the pokemon were cut! last time we had such few pokemons it was 2006 and pokemon pearl was being released!), no mega evolutions, no z moves, more than 150 moves were cut...you get the point.
Game looks bad for a switch release. Let's be honest here, pokemon was never about graphics, but this is the freaking switch and there were to be expected MUCH better graphics than the ones we got. Pokemon Battle Revolution from 2006 looks BETTER than this! Models are LITERALLY the same as the 3DS ones for XY released in 2013, animations are poor, and textures are horrible albeit masked by some good lighting effects.
The sound is also not the best. There are some crucial parts where we dont even got music going on due to pure laziness. Music used to be great, but honestly it's quite bad in sword and shield.

I beat the game in 15h, its shorter than the other titles and the postgame is pretty much non existent. Collapse",0
514,The game is missing many key aspects that make a Pokemon game a Pokemon game as well as just feeling like more of a grind to be able to progress rather than natural progression,0
515,This review contains spoilers. All the people giving it a 10 are people who are just feeding there natrual desire to protect an overlord like gamefreak they haven't even played the games Collapse,0
516,"Déçu. Aucune difficultés. Un jeu digne d'un gosse de 5ans. On attend un jeu à la sauce ""pokemon call of the trainer"" !!!",0
517,Another Pokemon,0
518,"Le faltan muchas cosas, es verdad que en el área silvestre están feos los árboles, de hecho pienso que si GameFreak hubiese añadido la PokéDex Nacional, TODO, absolutamente TODO se hubiese digerido de mejor manera, incluso las megaevoluciones, ahora también nos falta la GTS, como se supone que voy a obtener pokémon de la otra edición sin GTS y sin amigos?.",0
519,"Game Freak killed that game! No National pokedex, no starters from previous generation, no Totodile, no Croconaw, no Feralligatr...Weird leveling system...Worst Pokemon Game ever...",0
520,"This review contains spoilers. Wonderful, impeccable, outstanding, trailblazing.
These were the promises Game Freak made to us about this game, and yet what did we receive?
An empty shell of a game, clearly rushed and barelypolished, without a shred of any of the former games shining features, Including, but not limited to:
Shiny starters
Mega-evolutions
having access to every move, ever item, every Pokémon, every gym.
The elite four existing.
Victory road existing.
Decent graphics,
actually getting to play the game rather than being railroaded....
The list of features missing in SwSh goes on.

A glorified Pokémon go, with less effort than should be physically possible to inject into a franchise this large.
If you want to play Pokémon, pickup Gen 4, Gen 7, hey, maybe even Gen 1 if you want; Don't expect to find anything desirable in sword and shield. Collapse",0
521,"I’d rather play Thexder while having someone repeatedly kick me in the nuts than play that pile of **** again. -10/10, would not recommend.",0
522,This review contains spoilers. O novo jogo de Pokémon é um desrespeito aos fãs. O que se esperava de um game para console era uma coisa inovadora e com um grande potencial. O que foi jogado por agua abaixo com um jogo cheio de bugs e absurdos gráficos. Jogoa feito por uma pequena empresa de 10 pessoas dão de 10 a 0 nesse fiasco comandado por uma empresa multnilhonaria. Fico triste com a situação e mais triste ainda com quem compra e apoia cegamente. Quem sabe um dia a gamefreak a gamefreak visa mais o público doque dinheiro. Collapse,0
523,It seems like they ported the game from the 3DS. the laziness of the developers really shows everywhere in game.,0
524,I just think it’s bad they don’t have the national Dex Honestly I know not everything is black and white and such but I genuinely believe they rushed the game for sales every November since Sun and moon there’s been a new Pokémon game I don’t like that Sure this game does a LOT right but I still think it deserves this low score to show gamefreak we care about The National Dex and want our Pokémon games made with time and love feel free to disagree because the simple fact is yeah this mostly cause of the National Dex it’s not cause I want all the Pokémon well I do but still I think slowly but surely if this yearly release thing keeps going then Pokémon’s gonna become no different then Say Madden or Freaking EA sports games bold claim I know but it’s what I believe so yes this is a good game but I’m giving it a low score so maybe hopefully the next Pokémon game is made without the stupid deadline but maybe IM the stupid one Collapse,0
525,"This game is so disappointing, I literally ended this game in two days, and my favorite Pokémon is not here, don’t buy it (trust me, don’t do it) this is not worth $60 :(",0
526,"This review contains spoilers. Let me start off by saying i'm in favor of #bringbackthenationaldex so anyone who hates opposing opinions can leave quicker.

Now let's get started.

My experience through Pokemon Shield did feel like a pokemon game that was a mesh of X and Y and Lets Go Pikachu and Eevee, but it seemed to be just be a spit shined version of X and Y with somehow less features of which i'll explain.

In order to make this review its necessary in my opinion to be clear that Gamefreak did in fact lie about the reasoning for taking out more than half the pokemon and from what i saw from this game i honestly can't justify why they made this move.

That being said let me explain what i was talking about early about being somehow less features.

#1: In the trailers for this game one of the features they advertised was customization that would be coming back with more than there was before with inclusions like makeup but that is false. There are a total of 5 boutiques in this game and unlike in X and Y the clothing does not change out each day for something new but instead sells the same small selection with small differences like color, on top of the makeup and hairstyles being rather limited. To give credit they made the trainer cards you get in every game the most customizable it's ever been with differing poses, expressions, backgrounds and a gloss pattern like a licence but that was not part of the aforementioned customization they were advertising.

#2: They advertised the camping feature where you can play with your pokemon and a curry feature that you can make and eat with your pokemon similar to breath of the wild to an extent. I can't say that i can deny thats what was delivered but in a limited capacity. The camping feature is good to allow you to take a break on a route without wild pokemon bothering you but the play with your pokemon part has much to be desired. You have 2 options, throw a ball or have them attack a poke toy (cat toy basically), both of which get old and display subpar animations for each pokemon that sometimes are so bad they are laughable. Playing with your pokemon increases there affection however so there's that if you have the patience. The curry feature is surprisingly not bad because it heals your pokemon when you make it but doesn't replenish your moves which is fine sense the game is quite easy, however the animation for that too is laughably lacking.

#3: They advertised that there would be a variety of pokemon in the wild area and technically there are, however you only need to explore for about 10 minutes before you've seen them all and or catched them all. To the wild areas credit it's probably the most challenging and rewarding area in the game because when you battle dynamaxed pokemon they give you powerful moves, rare candies, and EXP boosting items but that can be also a double edged blade that causes the game to be easier than it already is. Also they advertised online Dynamax raids with players online along with visiting their tents, and receiving items from them and the receiving items part is true but the online mode is an appalling joke whether that be on Nintendo's new paid for online gameplay services or game freak it makes no difference. When online you lag like in previous games but even harder, you see other players glitching around, it may take several tries to MAYBE see a single other person wanting to dynamax raid when there are 4+ players hovering over the den, and visiting other players tents works but you basically can just add your main mon to their tent and do the same 2 things you can do in your own so it's again very lacking.

#4: The amount of times i had to stop in this game to hear a character dribble out a list of dialogue was ridiculous. The games allows you to skip tutorials but gives quantities of dialogue in exchange while seemingly babying you by always telling you where to go next when you travel via map. Your also given way to many free rare items just for doing a simple task that any trainer can accomplish. The games not as easy as X and Y but it only steps up a bit by being similar to Alpha Ruby and Omega Sapphires difficulty level.

The plus sides to this game are your rival has the most development i've seen from any rival (he's not hard to beat but you really feel like he's gone through a journey), dynamaxing can be satisfying to use, though some pokemon don't look like pokemon there are some good looking and hard hitting ones as well, there are likable and good looking characters, it's definitely not an eyesore, and the gym challenge storyline and idea felt more like your character earned their status (it's still an easy game but it felt better story wise aside from Black and White).

Overall it's not a bad game but me and many others expect better from the #1 franchise in the worlds mainline game. Collapse",6
527,"I'm going to state my points and not my emotions, (although, i'm quite unhappy with gamefreak)

1. People say not having every Pokemon in the game is ""reasonable"", why? i ask that because previous games on the DS, a solely handheld/portable system. (that I'm willing to bet has far less processing power than the switch) X and Y, OR/AS and Sun and Moon, Contained every pokemon and they are 3DS games, you're telling me that it was possible to put them all in those games but it was too much work to put them all into a CONSOLE game. i'm gonna call **** especially when there are those of us spending 120$ on both versions.

2. Gigantamax and Dynamax is stupid(just an opinion(but the right one)), a) mega evolution had Twice as many forms making it much more versatile and meaning more people could have their favorite pokemon become even more powerful. 48 mega evolution, 20 some odd gigantamax.
b) Sure every pokemon can gigantamax, but, you cant gigantamax whenever wherever like with mega evolution, also having your pokemon simply become giant and lose all of its unique moves (in my opinion) is far less appealing than keeping the moveset that i designed to work a specific way, if i wanted z-moves id play more sun and moon i don't care for your knockoff ""dynamax"" moves
c) the ONLY way to get gigantamax is thru luck, in max raid battles, or through possible future events, so if i want to make sure my pokemon has the proper IVs, ability, Nature and characteristic i should probably just forget gigantamax unless i wanna spend every waking moment scouring the wild area, it makes the new staple for battling extremely inaccessible and undesirable

3) finally the lack of content is absurd, i was waiting for maybe a second wild area(maybe in that snowy region) or something maybe a new post game area like previous games but its nothing its a tiny region(maybe the smallest so far) with short poorly thought out routes, uninteresting caves, Absolutely no Victory Road. and back to the lack of mons in the game, if they didn't put time into the out world, they obviously didn't put any more time and effort into animations than they did with X/Y-US/UM, no work on the plot of the game, then where did the resources go? gamefreak has either a lot of work in updates to do or pokemon is gonna be a thing of the past and ill just keep playing my DS versions where i can keep my longtime companions. Collapse",0
528,"This review contains spoilers. The game is good overall, but there are two major things that completely ruin the experience:
1 Dexit, having removed half the dex and still trying to convince you to catch 'em all is ridiculous and is implying that you cannot actually play with the pokemon you like because the developers won' t give them to you.
2 Nintendo Switch is a good console, it's. Capable of. Exceptional graphics and gameplay. So why does this game feel like something that came out of 2010? Collapse",0
529,"Lazy, lazy lazy game design, where should I start?

This game is a 3ds game ported over to the switch with some enhanced features. The textures, battle mechanics, animations, lack of Pokémon from other generations, lack of puzzles and an extremely underwhelming story have made this game lacklustre to say the least. The game suffers from ageing in all aspects and even has been rated lower than shadow of darkness, which is decades older... Unfortunately this game missed a huge opportunity to showcase what Pokémon could look like on a modern day console, for example, Zelda breath of the wild had some of the most beautiful textures in a large map we’ve ever seen in any Nintendo game, which, we were eager to see in Pokémon. This was not the case obviously, as the textures are pixelated and unbearable. The greatest thing about this game is the fact that it is still some what of a Pokémon game, but that’s not enough in this day and age, I feel like I literally purchased a. 3ds game..... I would miss this one for sure, or try and buy it for under $20... Collapse",2
530,"graphics are actually pretty good other than those trees in the wild area. team yell could be better but is okay. The dynamax raids and battles are super fun, especially with friends. I love Marnie as a character so much, she has a great story. Can't skip the credits though so 0.",0
531,"This review contains spoilers. We waited for this Game for so long and 4 years of development sounds like an awesome experiencies but. OVERSCALED and adding a pink light under the reused models the price is high. Not our fault this is GF first Game of this kind, the económic growth of the company does not translate in better games. They told this was bigger and better than it actually is. Collapse",6
532,"No regional pokedex, low framerate, bad texture, no hard mode, no dubb, some animation and same model of sun and moon. This game is very bad and game freak is lazy!",0
533,"these games cost $20 more than the 3DS games but has an even shorter campaign then they did, has absolutely no end game, has less than 1/2 the pokemon even though they are literally just reused assets from said 3DS games, it's way more buggy and unpolished unlike the 3DS games, and again COST $20 MORE! its **** embarrassing. Not to mention they straight up lied about the reused assets and my god the animations are extremely lazy. They have no excuse for this dumpster fire. Collapse",0
534,Wow some of these Pokémon are a joke. I’m not sure where game freak is going anymore. Male better harder games or lose the support of millions. This is why I still play Gen 1-4. Before they went soft and ridiculous.,0
535,"It’s clear to see why this game gets so many poor reviews- the story is atrocious first of all. The plot is nearly nonexistent, the characters are terribly developed, and the dialogue is so bad I stopped trying to read it about halfway through. The “evil” team isn’t evil at all, just annoying, and the villain doesn’t even seem that villainous. He’s no Giovanni, Archie/Maxie, Ghetsis, etc. The story isn’t there. If this were any other game besides Pokémon it would be the worst game in history. Next is the graphics and wow were they hit or miss. Some beautiful moments, some terrible moments. The human models are basically lifeless except for one or two facial expressions, but luckily the Pokémon kind of make up for that. The whole world does in fact look like something from 1 or 2 console generations back like we all feared and there are so many graphical/frame rate issues it distracts from what little story there is. But despite all of that, I had FUN playing the game and I guess that’s all that matters. Pokémon battling is addicting and that’s all this game really aims for- addicting battling. It’s terrible to look at but it’s still fun to play. Now do I feel a strong urge to play it again like I often do with other Pokémon games? No. I will take several months off before I even think about trying to main story again. Gamefreak created a fun game packaged into a terribly created world. Let’s all hope they’ll eventually get it right. Collapse",3
536,"Loving this game, best one yet. Super smooth controls with no issues, in handheld mode I haven't noticed any lag or glitches. Enjoying the new pokemon, it's not the hardest game for a 33 year old but hey it's for KIDS!!",5
537,"Has the makings of a good game. The environments are awesome and the ""gym challenge"" adds a great tournament air the game. Pokemon on the overworld makes the environments feel alive. But game is far to easy with only one battle in the whole game keeping me on my toes. Furthermore the new mechanics of dynamaxing and camping are gimmicky and add very little to the game. Also I suggest never using half the items from Max raids if you ever want to have even a modicum difficulty. Plays like a tutorial the wholeway though the game. The greatest sin in this game is the fact that it feels like a tech demo. It shows of what the switch is capable of but does little else. The Story is bland and short. The post games is a joke that can be completed in under an hour. There are no vastly explorable area or even side quests. It's feels small and compact yet somehow empty. I was prepared to like this game and enjoyed my first three hours but it disappointed. It pains me to see such a potentially entertaining entry in the series so poorly executed.All in all would not recommend. Go play fire emblem three houses instead. Collapse",4
538,"A total let down. I had such high hopes for this game and I bought both versions, but the 20 hours of gameplay (across both titles) and totally subpar endgame make me want to cry.

When are we going to het a truly open world immersive pokemon game on the level with BoTW? I desperately want to be wandering through open world forest in an expansive setting seeking my prized caterpie using my pokeball plus to rain pokeballs down on creatures. Collapse",2
539,"This review contains spoilers. This series died. This game brings me nothing but despair. So many critics are lying, Game freak is lying, and even some fans are lying to themselves! Collapse",0
540,"Fun for the first few hours, but in all reality the main story can take you between 20 and 60 hours. I went with the 60 hours, except that was also pretty much finishing the living pokedex for the region. I got to the point where it was kinda pointless not to finish the game. The post game (if you can call it that) takes between 200 minutes and 2 hours. Honestly this game kinda reaches its limit when you hunt down the gigantamax Charizard, catch it in a luxury ball with Hidden ability. Everyone says there's more to do, except within 100 hours, you can have 100% done. Collapse",2
541,There is too much to say in how bad the game is. I rather play silver on my old gameboy than that. Just don't buy it and don't encourage GameFreak on this. Shame.,1
542,"Absolute garbage. Undeveloped story, one-dimensional characters, empty towns, a ""wild area"" that be explored in its entirety in 5 minutes, no postgame content, 2/5 of a Pokédex, and professional reviewers and fans who would rather lick Junichi Masuda's boots that accept that the games aren't good.",0
543,"This review contains spoilers. I had an ok time playing it and wondered if I should give it a 6, but it felt wrong all things considered. As of writing this, I've put in 40 hours of gameplay.

The good:
-It looks pretty! I'm not one to harp on graphics as long as a game is good. Overall, the graphics are fine and do their job. In the overworld, at least.
-The character designs are pretty neat! I can always say that the gym leaders always look good and they're always fun to see.
-The gyms were a blast! I loved the focus on the gym and everything the game built up for the first 2 gyms and how important they made the gym challenge feel! But the game felt completely empty afterward and I can't say I enjoyed it all that much after that point, which is a shame since I had such a good time at the start...
-I can't say that I liked a lot of the new Pokemon from what I saw at the start, and some are still bad... but they grew on me a lot, and I like that I had to play with pokemon I usually wouldn't use to normal.
-The camping stuff was fun, not something I used a lot, but it was cute.
-The music is nice
-I had fun. I'm not going to deny that at all. This was a fun game and I'll play it some more. While I have a lot of grievances it's not the worst thing I've ever played. It's ok.
-The customization feature is back - though I found the outfits rather bland it's nice to see it return.

The bad:
-It's under 15 hours long if you speed through it.

-The games, like most in the pokemon series, are pretty hand-holdy. There are no challenges and you constantly get directed towards the main path no matter how much you want to do other things. Which is fine enough, but I only wish the games let me explore some more without the game spelling it out to me that I need to go to X because of reasons. Almost every time, almost every route, an NPC would tell me to follow them or go somewhere.

-And to make it worse, the roads are small and short. There's very little to discover and see. While it looks pretty what little there is, there's next to no substance in the routes with how short they are.

-The free camera is only usable during the Wild Area when I REALLY wanted to be able to use it in other places as well. Every time I left the Wild Area and wanted to look around in certain towns and routes, that want got squashed because of the fixed angles. Some of the angles they used are garbage.

-The towns
The first big town we enter is built in a straight line to make the fixed camera work. The camera decided the town layout, essentially. And that's pretty bad for a game that offers such a vast 3D environment. And in some places, the camera was placed in an odd way, like a sky-high birds view, or try to show off an angle of a big building... things that would have been fixed completely if the camera had been free at all times.

-They removed the national dex...
I don't mind that they keep a small dex during the main game, but let me at least transfer my old pokemon post-game. There's really no reason to remove it completely if they wanted me to use the new pokemon they added to the game during the campaign.

-The Dynamax mechanic is rather uninspired.
I didn't enjoy it and would rather avoid it as much as possible. Sadly impossible, though. Blowing up the pokemon just screams lazy to me.

-The story is non-existent.
The Pokemon series has never been well known for their masterful storytelling, but the plots got their charm. This game had a good start but tethered out already at the third gym. After that, the plot might as well have been discarded entirely with how little it wanted to have my character in it. When something exciting happened, we were ushered aside to ignore the plot. There were times where the plot demanded me to help the professor's assistant, but it constantly felt like her story more than my character's.

-The battle animations suck.
They are lifeless, soulless. They just jump there. There's nothing interesting going on.

-Team Yell
They were... there... I guess? I wish more was done with them. They just ended up feeling like a discount Team Skull without the charm. There was potential for them to be proper hooligans, but not fully realized potential. You probably wouldn't have noticed it if you removed them out of the game.

-The wild area is an empty hill with nothing to do in it. The roads are linear, and there's little to explore. I wish they had dome more interesting things with the concept, widened out the other routes to feel similar to it.

-They removed way too many features and cut too many corners and it shows...
Like... Some background areas in the game weren't animated. When you fight indoors, there are some places where it's just a white background with nothing there. If you fight on a bridge in a town, you're suddenly in a grassy patch outside of the town.

The game is fine, I'd give it a 6, mediocre at best on normal. But there's more going against it than what builds it up. Collapse",4
544,"É tudo que um fã de Pokémon poderia esperar, com gráficos lindos e uma boa história. Amei!",10
545,"First to adress the elephant in the room, the visuals contain a lot of reused 3DS assets and unoptimized loading for the Switch. This game isn't overly visually stunning but it's if you approach it as a handheld game built for a home console by people who have little experience with optimizing the hardware, it's alright. Second, no not all the Pokémon are in the game but technically you couldn't obtain them all in previous games either without transferring them from older games, it's fine, we still have about 400 Pokémon. The story echoes the traditional Pokémon plot structure 8 gyms, beat your rival(s), beat the team of miscreants that get in your way, and make your way to the Pokémon league. There's been 8 versions of this story prior with a few changes and adjustments (not counting retellings), it's just how Pokémon is. That being said the minor adjustments in Sword and Shield really echo some of the best past versions of it with some really neat and interesting twists, don't expect Shakespeare but if you liked past Pokémon stories you will like this one. The region the game is set in, Galar, is based on England and is probably going to be one of my favorite regions looking back. Most of the game takes place in one large connected segment of the region which honestly brings me back to games before the 6th and 7th generation of Pokémon on 3DS, and the Wild Area just adds to this connected feel (of course don't expect to have access to everything all at once, blocked off areas do open up as you go as in any other Pokémon game, and the beginning and ending segments have their own areas you won't be spending as much time in). As for the Pokémon themselves the game has a fine Pokémon selection including a bunch of new Pokémon and Galarian forms of old ones I absolutely love. The gameplay keeps the soul of the series while also offering some great stream lining and plenty of improvements, including some brought over from last years' Let's Go Pikachu and Eevee. I love the dynamax concept as a whole especially how it gives the feeling of unique and special Pokémon battles to wild non-story based encounters and just adds plenty of room to create new kinds of encounters as a whole. I finished the main story very over leveled but a post game encounter showed me that I could still improve so it's never too easy, just more accessible to everyone. In short despite the shortcomings Sword and Shield has improved where I think it matters most and offers excellent gameplay and story (for a Pokémon game's story) and has easily become one of my favorites in the series. I give Pokémon Sword and Shield a 10 out of 10. Collapse",10
